airport_id,city,state,airport_name,country
MAD,"Madrid, Spain",,MAD Airport,USA
MYU,"Mekoryuk, AK",AK,MYU Airport,USA
CIA,"Rome, Italy",,CIA Airport,USA
NCE,"Nice, France",,NCE Airport,USA
TYM,"Exuma, The Bahamas",,TYM Airport,USA
A03,"Hallo Bay, AK",AK,A03 Airport,USA
SOV,"Seldovia, AK",AK,SOV Airport,USA
NNL,"Nondalton, AK",AK,NNL Airport,USA
PDB,"Pedro Bay, AK",AK,PDB Airport,USA
PTA,"Port Alsworth, AK",AK,PTA Airport,USA
QQB,"Keyes Point, AK",AK,QQB Airport,USA
LCK,"Columbus, OH",OH,LCK Airport,USA
YOO,"Oshawa, Canada",ON,YOO Airport,USA
DET,"Detroit, MI",MI,DET Airport,USA
SBN,"South Bend, IN",IN,SBN Airport,USA
YQB,"Quebec, Canada",QC,YQB Airport,USA
BLM,"Belmar/Farmingdale, NJ",NJ,BLM Airport,USA
YEG,"Edmonton, Canada",AB,YEG Airport,USA
LPW,"Little Port Walter, AK",AK,LPW Airport,USA
PTL,"Port Armstrong, AK",AK,PTL Airport,USA
SDX,"Sedona, AZ",AZ,SDX Airport,USA
ASE,"Aspen, CO",CO,ASE Airport,USA
BJC,"Broomfield, CO",CO,BJC Airport,USA
CNO,"Chino, CA",CA,CNO Airport,USA
EAR,"Kearney, NE",NE,EAR Airport,USA
GUP,"Gallup, NM",NM,GUP Airport,USA
MEV,"Minden, NV",NV,MEV Airport,USA
PRC,"Prescott, AZ",AZ,PRC Airport,USA
ROW,"Roswell, NM",NM,ROW Airport,USA
UT1,"Heber, UT",UT,UT1 Airport,USA
WQC,"Hamilton, MT",MT,WQC Airport,USA
CLD,"Carlsbad, CA",CA,CLD Airport,USA
CLM,"Port Angeles, WA",WA,CLM Airport,USA
FNL,"Fort Collins/Loveland, CO",CO,FNL Airport,USA
MVW,"Burlington/Mount Vernon, WA",WA,MVW Airport,USA
PVU,"Provo, UT",UT,PVU Airport,USA
RAP,"Rapid City, SD",SD,RAP Airport,USA
RBD,"Dallas/Fort Worth, TX",TX,RBD Airport,USA
SGF,"Springfield, MO",MO,SGF Airport,USA
SHR,"Sheridan, WY",WY,SHR Airport,USA
TKF,"Truckee, CA",CA,TKF Airport,USA
CBK,"Colby, KS",KS,CBK Airport,USA
CSL,"Cabo San Lucas, Mexico",,CSL Airport,USA
EUG,"Eugene, OR",OR,EUG Airport,USA
MOD,"Modesto, CA",CA,MOD Airport,USA
SCK,"Stockton, CA",CA,SCK Airport,USA
TWF,"Twin Falls, ID",ID,TWF Airport,USA
IDA,"Idaho Falls, ID",ID,IDA Airport,USA
MAF,"Midland/Odessa, TX",TX,MAF Airport,USA
OR4,"Bend, OR",OR,OR4 Airport,USA
MTJ,"Montrose/Delta, CO",CO,MTJ Airport,USA
TEX,"Telluride, CO",CO,TEX Airport,USA
SLE,"Salem, OR",OR,SLE Airport,USA
KEF,"Keflavik/Reykjavik, Iceland",,KEF Airport,USA
IQT,"Iquitos, Peru",,IQT Airport,USA
SMA,"Santa Maria, Portugal",,SMA Airport,USA
DHB,"Deer Harbor, WA",WA,DHB Airport,USA
LPS,"Lopez Island, WA",WA,LPS Airport,USA
RCE,"Roche Harbor, WA",WA,RCE Airport,USA
WSX,"Westsound, WA",WA,WSX Airport,USA
RSJ,"Rosario, WA",WA,RSJ Airport,USA
ZNA,"Nanaimo, Canada",BC,ZNA Airport,USA
SXQ,"Soldotna, AK",AK,SXQ Airport,USA
JZE,"Trading Bay, AK",AK,JZE Airport,USA
PGM,"Port Graham, AK",AK,PGM Airport,USA
PCA,"Portage Creek, AK",AK,PCA Airport,USA
CHP,"Circle Hot Springs, AK",AK,CHP Airport,USA
CBA,"Corner Bay, AK",AK,CBA Airport,USA
DIO,"Diomede Island, AK",AK,DIO Airport,USA
CXH,"Vancouver, Canada",BC,CXH Airport,USA
RNT,"Renton, WA",WA,RNT Airport,USA
SHN,"Shelton, WA",WA,SHN Airport,USA
VWO,"Arlington, WA",WA,VWO Airport,USA
PUL,"Poulsbo, WA",WA,PUL Airport,USA
TWD,"Port Townsend, WA",WA,TWD Airport,USA
TIW,"Tacoma, WA",WA,TIW Airport,USA
PHO,"Point Hope, AK",AK,PHO Airport,USA
TCT,"Takotna, AK",AK,TCT Airport,USA
LKK,"Kulik Lake, AK",AK,LKK Airport,USA
RDB,"Red Dog, AK",AK,RDB Airport,USA
BFM,"Mobile, AL",AL,BFM Airport,USA
BMG,"Bloomington, IN",IN,BMG Airport,USA
MTH,"Marathon, FL",FL,MTH Airport,USA
PVR,"Puerto Vallarta, Mexico",,PVR Airport,USA
ATW,"Appleton, WI",WI,ATW Airport,USA
ERI,"Erie, PA",PA,ERI Airport,USA
LEX,"Lexington, KY",KY,LEX Airport,USA
TRI,"Bristol/Johnson City/Kingsport, TN",TN,TRI Airport,USA
YLW,"Kelowna, Canada",BC,YLW Airport,USA
FAR,"Fargo, ND",ND,FAR Airport,USA
TLC,"Toluca, Mexico",,TLC Airport,USA
YHU,"Montreal, Canada",QC,YHU Airport,USA
YNG,"Youngstown/Warren, OH",OH,YNG Airport,USA
YPS,"Port Hawkesbury, Canada",NS,YPS Airport,USA
MDT,"Harrisburg, PA",PA,MDT Airport,USA
ORL,"Orlando, FL",FL,ORL Airport,USA
VRB,"Vero Beach, FL",FL,VRB Airport,USA
DLH,"Duluth, MN",MN,DLH Airport,USA
SCE,"State College, PA",PA,SCE Airport,USA
YQA,"Muskoka, Canada",ON,YQA Airport,USA
GCM,"Grand Cayman, Cayman Islands",,GCM Airport,USA
GYY,"Gary, IN",IN,GYY Airport,USA
YCM,"St. Catharines, Canada",ON,YCM Airport,USA
YQY,"Sydney, Canada",NS,YQY Airport,USA
AVP,"Scranton/Wilkes-Barre, PA",PA,AVP Airport,USA
INT,"Winston-Salem, NC",NC,INT Airport,USA
MLB,"Melbourne, FL",FL,MLB Airport,USA
ROG,"Rogers, AR",AR,ROG Airport,USA
PDK,"Atlanta, GA",GA,PDK Airport,USA
SOP,"Pinehurst/Southern Pines, NC",NC,SOP Airport,USA
YCD,"Nanaimo, Canada",BC,YCD Airport,USA
GNV,"Gainesville, FL",FL,GNV Airport,USA
ILG,"Wilmington, DE",DE,ILG Airport,USA
YQK,"Kenora, Canada",ON,YQK Airport,USA
SUS,"St. Louis, MO",MO,SUS Airport,USA
LUK,"Cincinnati, OH",OH,LUK Airport,USA
MQY,"Smyrna, TN",TN,MQY Airport,USA
SAA,"Saratoga, WY",WY,SAA Airport,USA
TN8,"Nashville, TN",TN,TN8 Airport,USA
LZU,"Lawrenceville, GA",GA,LZU Airport,USA
OCF,"Ocala, FL",FL,OCF Airport,USA
SBP,"San Luis Obispo, CA",CA,SBP Airport,USA
NYS,"New York, NY",NY,NYS Airport,USA
DPA,"Chicago, IL",IL,DPA Airport,USA
DRO,"Durango, CO",CO,DRO Airport,USA
MFR,"Medford, OR",OR,MFR Airport,USA
NM1,"Belen, NM",NM,NM1 Airport,USA
TMB,"Miami, FL",FL,TMB Airport,USA
NV6,"Pahrump, NV",NV,NV6 Airport,USA
ASD,"Andros Town, The Bahamas",,ASD Airport,USA
MHH,"Marsh Harbour, The Bahamas",,MHH Airport,USA
MPB,"Miami, FL",FL,MPB Airport,USA
SUA,"Stuart, FL",FL,SUA Airport,USA
VWK,"Saratoga Springs, NY",NY,VWK Airport,USA
CUN,"Cancun, Mexico",,CUN Airport,USA
DWH,"Houston, TX",TX,DWH Airport,USA
IKV,"Ankeny, IA",IA,IKV Airport,USA
ITH,"Ithaca/Cortland, NY",NY,ITH Airport,USA
LAF,"Lafayette, IN",IN,LAF Airport,USA
MDH,"Carbondale, IL",IL,MDH Airport,USA
PAH,"Paducah, KY",KY,PAH Airport,USA
VIS,"Visalia, CA",CA,VIS Airport,USA
VWS,"Wichita, KS",KS,VWS Airport,USA
2NJ,"Williamstown, NJ",NJ,2NJ Airport,USA
CNM,"Carlsbad, NM",NM,CNM Airport,USA
LRU,"Las Cruces, NM",NM,LRU Airport,USA
MRF,"Marfa, TX",TX,MRF Airport,USA
PAO,"Palo Alto, CA",CA,PAO Airport,USA
RBK,"Murrieta/Temecula, CA",CA,RBK Airport,USA
SC6,"Charleston, SC",SC,SC6 Airport,USA
OSU,"Columbus, OH",OH,OSU Airport,USA
T4X,"Llano, TX",TX,T4X Airport,USA
2GA,"Camilla, GA",GA,2GA Airport,USA
AUO,"Auburn, AL",AL,AUO Airport,USA
GDL,"Guadalajara, Mexico",,GDL Airport,USA
MLI,"Moline, IL",IL,MLI Airport,USA
PHF,"Newport News/Williamsburg, VA",VA,PHF Airport,USA
ZLO,"Manzanillo, Mexico",,ZLO Airport,USA
SME,"Somerset, KY",KY,SME Airport,USA
MHE,"Mitchell, SD",SD,MHE Airport,USA
PWM,"Portland, ME",ME,PWM Airport,USA
DXR,"Danbury, CT",CT,DXR Airport,USA
MPV,"Montpelier/Barre, VT",VT,MPV Airport,USA
GEG,"Spokane, WA",WA,GEG Airport,USA
IN2,"Indianapolis, IN",IN,IN2 Airport,USA
VGT,"Las Vegas, NV",NV,VGT Airport,USA
YPQ,"Peterborough, Canada",ON,YPQ Airport,USA
WGO,"Winchester, VA",VA,WGO Airport,USA
SIG,"San Juan, PR",PR,SIG Airport,USA
SDM,"San Diego, CA",CA,SDM Airport,USA
SVD,"St. Vincent, Saint Vincent and the Grenadines",,SVD Airport,USA
EYW,"Key West, FL",FL,EYW Airport,USA
SLK,"Saranac Lake/Lake Placid, NY",NY,SLK Airport,USA
GCK,"Garden City, KS",KS,GCK Airport,USA
PGL,"Pascagoula, MS",MS,PGL Airport,USA
T8X,"Dallas, TX",TX,T8X Airport,USA
AL6,"Fairhope, AL",AL,AL6 Airport,USA
AST,"Astoria/Seaside, OR",OR,AST Airport,USA
MCG,"McGrath, AK",AK,MCG Airport,USA
YMX,"Montreal, Canada",QC,YMX Airport,USA
MKG,"Muskegon, MI",MI,MKG Airport,USA
5NJ,"Newark, NJ",NJ,5NJ Airport,USA
HTO,"East Hampton, NY",NY,HTO Airport,USA
A18,"Kantishna, AK",AK,A18 Airport,USA
AA8,"Deadhorse, AK",AK,AA8 Airport,USA
CEM,"Central, AK",AK,CEM Airport,USA
FBK,"Fairbanks, AK",AK,FBK Airport,USA
FLT,"Flat, AK",AK,FLT Airport,USA
LNI,"Lonely, AK",AK,LNI Airport,USA
WCR,"Chandalar, AK",AK,WCR Airport,USA
DMN,"Deming, NM",NM,DMN Airport,USA
ART,"Watertown, NY",NY,ART Airport,USA
BIM,"Bimini, The Bahamas",,BIM Airport,USA
DSI,"Destin, FL",FL,DSI Airport,USA
ECP,"Panama City, FL",FL,ECP Airport,USA
YGK,"Kingston, Canada",ON,YGK Airport,USA
YQG,"Windsor, Canada",ON,YQG Airport,USA
COD,"Cody, WY",WY,COD Airport,USA
WKV,"Philadelphia, PA",PA,WKV Airport,USA
CLL,"College Station/Bryan, TX",TX,CLL Airport,USA
COS,"Colorado Springs, CO",CO,COS Airport,USA
FTY,"Atlanta, GA",GA,FTY Airport,USA
OGG,"Kahului, HI",HI,OGG Airport,USA
SAD,"Safford, AZ",AZ,SAD Airport,USA
VWD,"Hanford, CA",CA,VWD Airport,USA
QRO,"Queretaro, Mexico",,QRO Airport,USA
3NJ,"Camden, NJ",NJ,3NJ Airport,USA
ACT,"Waco, TX",TX,ACT Airport,USA
LNY,"Lanai, HI",HI,LNY Airport,USA
MI2,"Holland, MI",MI,MI2 Airport,USA
SXM,"Philipsburg, Sint Maarten",,SXM Airport,USA
CCR,"Concord, CA",CA,CCR Airport,USA
CFT,"Clifton, AZ",AZ,CFT Airport,USA
CGZ,"Casa Grande, AZ",AZ,CGZ Airport,USA
IGM,"Kingman, AZ",AZ,IGM Airport,USA
SVC,"Silver City/Hurley, NM",NM,SVC Airport,USA
DAB,"Daytona Beach, FL",FL,DAB Airport,USA
YQX,"Gander, Canada",NL,YQX Airport,USA
QQU,"Window Rock, AZ",AZ,QQU Airport,USA
NY3,"Brockport, NY",NY,NY3 Airport,USA
LMT,"Klamath Falls, OR",OR,LMT Airport,USA
RBL,"Red Bluff, CA",CA,RBL Airport,USA
BCE,"Bryce Canyon, UT",UT,BCE Airport,USA
IFP,"Bullhead City, AZ",AZ,IFP Airport,USA
TOL,"Toledo, OH",OH,TOL Airport,USA
BGT,"Bagdad, AZ",AZ,BGT Airport,USA
CEC,"Crescent City, CA",CA,CEC Airport,USA
HII,"Lake Havasu City, AZ",AZ,HII Airport,USA
QAJ,"Globe, AZ",AZ,QAJ Airport,USA
TOA,"Torrance, CA",CA,TOA Airport,USA
BVX,"Batesville, AR",AR,BVX Airport,USA
N8Y,"Harriman, NY",NY,N8Y Airport,USA
CXL,"Calexico, CA",CA,CXL Airport,USA
UIN,"Quincy, IL",IL,UIN Airport,USA
DAG,"Daggett, CA",CA,DAG Airport,USA
RKV,"Reykjavik, Iceland",,RKV Airport,USA
DQS,"Whitmore, AZ",AZ,DQS Airport,USA
SMX,"Santa Maria, CA",CA,SMX Airport,USA
4CL,"El Mirage, CA",CA,4CL Airport,USA
5CA,"Palmdale, CA",CA,5CA Airport,USA
AZ3,"Glendale, AZ",AZ,AZ3 Airport,USA
IN6,"Jeffersonville, IN",IN,IN6 Airport,USA
MHV,"Mojave, CA",CA,MHV Airport,USA
OTH,"North Bend/Coos Bay, OR",OR,OTH Airport,USA
OXC,"Waterbury, CT",CT,OXC Airport,USA
2PA,"Philadelphia, PA",PA,2PA Airport,USA
UXR,"Monument Valley, UT",UT,UXR Airport,USA
LCQ,"Lake City, FL",FL,LCQ Airport,USA
MUC,"Munich, Germany",,MUC Airport,USA
RWI,"Rocky Mount, NC",NC,RWI Airport,USA
CRG,"Jacksonville, FL",FL,CRG Airport,USA
FPO,"Freeport, The Bahamas",,FPO Airport,USA
RSD,"Rock Sound, The Bahamas",,RSD Airport,USA
PPM,"Pompano Beach, FL",FL,PPM Airport,USA
DUB,"Dublin, Ireland",,DUB Airport,USA
CAT,"New Bight, The Bahamas",,CAT Airport,USA
PBK,"Pack Creek, AK",AK,PBK Airport,USA
FAK,"False Island, AK",AK,FAK Airport,USA
GBH,"Galbraith Lake, AK",AK,GBH Airport,USA
SHG,"Shungnak, AK",AK,SHG Airport,USA
2WA,"Tacoma, WA",WA,2WA Airport,USA
7AK,"Akun, AK",AK,7AK Airport,USA
CDB,"Cold Bay, AK",AK,CDB Airport,USA
DUT,"Unalaska, AK",AK,DUT Airport,USA
IKO,"Nikolski, AK",AK,IKO Airport,USA
KFP,"False Pass, AK",AK,KFP Airport,USA
KVC,"King Cove, AK",AK,KVC Airport,USA
NLG,"Nelson Lagoon, AK",AK,NLG Airport,USA
PML,"Port Moller, AK",AK,PML Airport,USA
SDP,"Sandpoint, AK",AK,SDP Airport,USA
ELI,"Elim, AK",AK,ELI Airport,USA
EWB,"New Bedford/Fall River, MA",MA,EWB Airport,USA
ICT,"Wichita, KS",KS,ICT Airport,USA
RKS,"Rock Springs, WY",WY,RKS Airport,USA
SBM,"Sheboygan, WI",WI,SBM Airport,USA
ABE,"Allentown/Bethlehem/Easton, PA",PA,ABE Airport,USA
AGS,"Augusta, GA",GA,AGS Airport,USA
BGD,"Borger, TX",TX,BGD Airport,USA
CWF,"Lake Charles, LA",LA,CWF Airport,USA
GHC,"Great Harbour Cay, The Bahamas",,GHC Airport,USA
LIT,"Little Rock, AR",AR,LIT Airport,USA
PSC,"Pasco/Kennewick/Richland, WA",WA,PSC Airport,USA
SSI,"Brunswick, GA",GA,SSI Airport,USA
STP,"Minneapolis/St. Paul, MN",MN,STP Airport,USA
YYJ,"Victoria, Canada",BC,YYJ Airport,USA
HUF,"Terre Haute, IN",IN,HUF Airport,USA
SEF,"Sebring, FL",FL,SEF Airport,USA
TSM,"Taos, NM",NM,TSM Airport,USA
ILM,"Wilmington, NC",NC,ILM Airport,USA
IPL,"El Centro, CA",CA,IPL Airport,USA
YML,"Murray Bay, Canada",QC,YML Airport,USA
ZRH,"Zurich, Switzerland",,ZRH Airport,USA
FVG,"Wickenburg, AZ",AZ,FVG Airport,USA
LBL,"Liberal, KS",KS,LBL Airport,USA
SNS,"Salinas/Monterey, CA",CA,SNS Airport,USA
UDD,"Bermuda Dunes, CA",CA,UDD Airport,USA
BRS,"Bristol, United Kingdom",,BRS Airport,USA
YXU,"London, Canada",ON,YXU Airport,USA
SKW,"Skwentna, AK",AK,SKW Airport,USA
MGM,"Montgomery, AL",AL,MGM Airport,USA
XBR,"Brockville, Canada",ON,XBR Airport,USA
ATS,"Artesia, NM",NM,ATS Airport,USA
SLU,"St. Lucia, Saint Lucia",,SLU Airport,USA
NAP,"Naples, Italy",,NAP Airport,USA
LPL,"Liverpool, United Kingdom",,LPL Airport,USA
CTS,"Sapporo, Japan",,CTS Airport,USA
CPH,"Copenhagen, Denmark",,CPH Airport,USA
STN,"London, United Kingdom",,STN Airport,USA
SCQ,"Santiago de Compostela, Spain",,SCQ Airport,USA
LEE,"Leesburg, FL",FL,LEE Airport,USA
BLK,"Blackpool, United Kingdom",,BLK Airport,USA
COR,"Cordoba, Argentina",,COR Airport,USA
ZAZ,"Zaragoza, Spain",,ZAZ Airport,USA
MOT,"Minot, ND",ND,MOT Airport,USA
ORK,"Cork, Ireland",,ORK Airport,USA
ORT,"Northway, AK",AK,ORT Airport,USA
TBU,"Tonga Tapu, Tonga",,TBU Airport,USA
VAV,"Vava'u, Tonga",,VAV Airport,USA
PPG,"Pago Pago, TT",TT,PPG Airport,USA
ELH,"North Eleuthera, The Bahamas",,ELH Airport,USA
RBH,"Brooks Lodge, AK",AK,RBH Airport,USA
AVN,"Avignon, France",,AVN Airport,USA
GOA,"Genoa, Italy",,GOA Airport,USA
PTP,"Pointe A Pitre, Guadeloupe",,PTP Airport,USA
AHO,"Alghero/Sassari, Italy",,AHO Airport,USA
BCN,"Barcelona, Spain",,BCN Airport,USA
FMM,"Memmingen, Germany",,FMM Airport,USA
HUY,"Humberside, United Kingdom",,HUY Airport,USA
PSA,"Pisa, Italy",,PSA Airport,USA
SFJ,"Sondre Stromfjord, Greenland",,SFJ Airport,USA
CKX,"Chicken, AK",AK,CKX Airport,USA
KLW,"Klawock, AK",AK,KLW Airport,USA
NEW,"New Orleans, LA",LA,NEW Airport,USA
GEO,"Georgetown, Guyana",,GEO Airport,USA
GYE,"Guayaquil, Ecuador",,GYE Airport,USA
TUN,"Tunis, Tunisia",,TUN Airport,USA
ATH,"Athens, Greece",,ATH Airport,USA
CRW,"Charleston/Dunbar, WV",WV,CRW Airport,USA
YTZ,"Toronto, Canada",ON,YTZ Airport,USA
DAY,"Dayton, OH",OH,DAY Airport,USA
YHM,"Hamilton, Canada",ON,YHM Airport,USA
FRD,"Friday Harbor, WA",WA,FRD Airport,USA
ACV,"Arcata/Eureka, CA",CA,ACV Airport,USA
ALW,"Walla Walla, WA",WA,ALW Airport,USA
BDY,"Bandon, OR",OR,BDY Airport,USA
BLI,"Bellingham, WA",WA,BLI Airport,USA
EAT,"Wenatchee, WA",WA,EAT Airport,USA
HIO,"Hillsboro, OR",OR,HIO Airport,USA
KTN,"Ketchikan, AK",AK,KTN Airport,USA
LWS,"Lewiston, ID",ID,LWS Airport,USA
MYL,"McCall, ID",ID,MYL Airport,USA
OLM,"Olympia, WA",WA,OLM Airport,USA
QBC,"Bella Coola, Canada",BC,QBC Airport,USA
SFF,"Spokane, WA",WA,SFF Airport,USA
SQV,"Sequim, WA",WA,SQV Airport,USA
SUO,"Sunriver, OR",OR,SUO Airport,USA
VUO,"Vancouver, WA",WA,VUO Airport,USA
VWE,"Chelan, WA",WA,VWE Airport,USA
WVI,"Watsonville, CA",CA,WVI Airport,USA
YKA,"Kamloops, Canada",BC,YKA Airport,USA
YKM,"Yakima, WA",WA,YKM Airport,USA
YPW,"Powell River, Canada",BC,YPW Airport,USA
YQQ,"Comox, Canada",BC,YQQ Airport,USA
YZT,"Port Hardy, Canada",BC,YZT Airport,USA
DLS,"The Dalles, OR",OR,DLS Airport,USA
FVO,"Aurora, OR",OR,FVO Airport,USA
ODW,"Oak Harbor, WA",WA,ODW Airport,USA
PUW,"Pullman, WA",WA,PUW Airport,USA
AUN,"Auburn, CA",CA,AUN Airport,USA
OTS,"Anacortes, WA",WA,OTS Airport,USA
PDT,"Pendleton, OR",OR,PDT Airport,USA
XXS,"Creswell, OR",OR,XXS Airport,USA
YQH,"Watson Lake, Canada",YT,YQH Airport,USA
OR1,"Grants Pass, OR",OR,OR1 Airport,USA
TTD,"Troutdale, OR",OR,TTD Airport,USA
WA5,"Winthrop, WA",WA,WA5 Airport,USA
05A,"Little Squaw, AK",AK,05A Airport,USA
CDL,"Candle, AK",AK,CDL Airport,USA
ENN,"Nenana, AK",AK,ENN Airport,USA
MOB,"Mobile, AL",AL,MOB Airport,USA
BRU,"Brussels, Belgium",,BRU Airport,USA
PNS,"Pensacola, FL",FL,PNS Airport,USA
TCL,"Tuscaloosa, AL",AL,TCL Airport,USA
GAM,"Gambell, AK",AK,GAM Airport,USA
GLV,"Golovin, AK",AK,GLV Airport,USA
OHC,"Northeast Cape, AK",AK,OHC Airport,USA
SHH,"Shishmaref, AK",AK,SHH Airport,USA
SVA,"Savoonga, AK",AK,SVA Airport,USA
TLA,"Teller, AK",AK,TLA Airport,USA
WAA,"Wales, AK",AK,WAA Airport,USA
WMO,"White Mountain, AK",AK,WMO Airport,USA
KTS,"Brevig Mission, AK",AK,KTS Airport,USA
TNC,"Tin City, AK",AK,TNC Airport,USA
KWF,"Waterfall, AK",AK,KWF Airport,USA
PWT,"Bremerton, WA",WA,PWT Airport,USA
AZO,"Kalamazoo, MI",MI,AZO Airport,USA
JZI,"Portland, TN",TN,JZI Airport,USA
RTB,"Roatan Island, Honduras",,RTB Airport,USA
CGN,"Cologne, Germany",,CGN Airport,USA
A76,"Red Fox Bay, AK",AK,A76 Airport,USA
KIR,"Kerry County, Ireland",,KIR Airport,USA
01A,"Afognak Lake, AK",AK,01A Airport,USA
UGB,"Pilot Point, AK",AK,UGB Airport,USA
SXF,"Berlin, Germany",,SXF Airport,USA
NAN,"Nadi, Fiji",,NAN Airport,USA
VCE,"Venice, Italy",,VCE Airport,USA
OCJ,"Ocho Rios, Jamaica",,OCJ Airport,USA
GVA,"Geneva, Switzerland",,GVA Airport,USA
YMM,"Fort McMurray, Canada",AB,YMM Airport,USA
EXT,"Exeter, United Kingdom",,EXT Airport,USA
GLA,"Glasgow, United Kingdom",,GLA Airport,USA
BUD,"Budapest, Hungary",,BUD Airport,USA
BTL,"Battle Creek, MI",MI,BTL Airport,USA
MDE,"Medellin, Colombia",,MDE Airport,USA
ZQN,"Queenstown, New Zealand",,ZQN Airport,USA
TEK,"Tatitlek, AK",AK,TEK Airport,USA
NCN,"Chenega, AK",AK,NCN Airport,USA
RKH,"Rock Hill, SC",SC,RKH Airport,USA
MHM,"Minchumina, AK",AK,MHM Airport,USA
PRG,"Prague, Czech Republic",,PRG Airport,USA
KCG,"Chignik Bay, AK",AK,KCG Airport,USA
KCL,"Chignik Lagoon, AK",AK,KCL Airport,USA
KPV,"Perryville, AK",AK,KPV Airport,USA
A52,"Silver Salmon Creek, AK",AK,A52 Airport,USA
HHH,"Hilton Head, SC",SC,HHH Airport,USA
PIH,"Pocatello, ID",ID,PIH Airport,USA
SPI,"Springfield, IL",IL,SPI Airport,USA
TX6,"Horseshoe Bay, TX",TX,TX6 Airport,USA
CHO,"Charlottesville, VA",VA,CHO Airport,USA
VIE,"Vienna, Austria",,VIE Airport,USA
SJO,"San Jose, Costa Rica",,SJO Airport,USA
OSL,"Oslo, Norway",,OSL Airport,USA
SOF,"Sofia, Bulgaria",,SOF Airport,USA
GND,"Grenada, Grenada",,GND Airport,USA
BFL,"Bakersfield, CA",CA,BFL Airport,USA
SHD,"Staunton, VA",VA,SHD Airport,USA
BLQ,"Bologna, Italy",,BLQ Airport,USA
BER,"Berlin, Germany",,BER Airport,USA
BIO,"Bilbao, Spain",,BIO Airport,USA
WI7,"Baraboo, WI",WI,WI7 Airport,USA
FLR,"Florence, Italy",,FLR Airport,USA
MRK,"Marco Island, FL",FL,MRK Airport,USA
TLL,"Tallinn, Estonia",,TLL Airport,USA
GUC,"Gunnison, CO",CO,GUC Airport,USA
1B1,"Hudson, NY",NY,1B1 Airport,USA
IST,"Istanbul, Turkey",,IST Airport,USA
FNA,"Freetown, Sierra Leone",,FNA Airport,USA
LIR,"Liberia, Costa Rica",,LIR Airport,USA
CUR,"Willemstad, Curacao",,CUR Airport,USA
BRI,"Bari, Italy",,BRI Airport,USA
CH1,"Payerne, Switzerland",,CH1 Airport,USA
CTA,"Catania, Italy",,CTA Airport,USA
IBZ,"Ibiza, Spain",,IBZ Airport,USA
BZZ,"Brize Norton, United Kingdom",,BZZ Airport,USA
SDR,"Santander, Spain",,SDR Airport,USA
RBA,"Rabat, Morocco",,RBA Airport,USA
XRY,"Jerez de la Frontera, Spain",,XRY Airport,USA
INN,"Innsbruck, Austria",,INN Airport,USA
CAK,"Akron, OH",OH,CAK Airport,USA
ZAG,"Zagreb, Croatia",,ZAG Airport,USA
SCL,"Santiago, Chile",,SCL Airport,USA
BRO,"Brownsville, TX",TX,BRO Airport,USA
TER,"Lajes, Portugal",,TER Airport,USA
2AK,"Deerpark, AK",AK,2AK Airport,USA
BAF,"Westfield, MA",MA,BAF Airport,USA
BGM,"Binghamton, NY",NY,BGM Airport,USA
CIC,"Chico, CA",CA,CIC Airport,USA
EGV,"Eagle River, WI",WI,EGV Airport,USA
GYR,"Goodyear, AZ",AZ,GYR Airport,USA
LAN,"Lansing, MI",MI,LAN Airport,USA
LNS,"Lancaster, PA",PA,LNS Airport,USA
MAE,"Madera, CA",CA,MAE Airport,USA
MDN,"Madison, IN",IN,MDN Airport,USA
MLU,"Monroe, LA",LA,MLU Airport,USA
RAL,"Riverside, CA",CA,RAL Airport,USA
SHV,"Shreveport, LA",LA,SHV Airport,USA
TDZ,"Toledo, OH",OH,TDZ Airport,USA
UES,"Waukesha, WI",WI,UES Airport,USA
HLM,"Holland, MI",MI,HLM Airport,USA
HND,"Tokyo, Japan",,HND Airport,USA
CRS,"Corsicana, TX",TX,CRS Airport,USA
SGH,"Springfield, OH",OH,SGH Airport,USA
RHI,"Rhinelander, WI",WI,RHI Airport,USA
AMA,"Amarillo, TX",TX,AMA Airport,USA
FMY,"Fort Myers, FL",FL,FMY Airport,USA
QQT,"Peachtree City, GA",GA,QQT Airport,USA
SIY,"Montague, CA",CA,SIY Airport,USA
GRO,"Gerona, Spain",,GRO Airport,USA
BKL,"Cleveland, OH",OH,BKL Airport,USA
ENW,"Kenosha, WI",WI,ENW Airport,USA
GJT,"Grand Junction, CO",CO,GJT Airport,USA
JZT,"Arlington, TX",TX,JZT Airport,USA
ANU,"St. Johns, Antigua and Barbuda",,ANU Airport,USA
BOW,"Bartow, FL",FL,BOW Airport,USA
CGR,"Campo Grande, Brazil",,CGR Airport,USA
FHU,"Fort Huachuca, AZ",AZ,FHU Airport,USA
LCH,"Lake Charles, LA",LA,LCH Airport,USA
SFB,"Sanford, FL",FL,SFB Airport,USA
HRL,"Harlingen/San Benito, TX",TX,HRL Airport,USA
PIA,"Peoria, IL",IL,PIA Airport,USA
RMN,"Stafford, VA",VA,RMN Airport,USA
MAJ,"Majuro, Marshall Islands",,MAJ Airport,USA
PGO,"Pagosa Springs, CO",CO,PGO Airport,USA
BSL,"Mulhouse, France",,BSL Airport,USA
BWE,"Braunschweig, Germany",,BWE Airport,USA
DBB,"Dabaa City, Egypt",,DBB Airport,USA
DIJ,"Dijon, France",,DIJ Airport,USA
DXB,"Dubai, United Arab Emirates",,DXB Airport,USA
