airport_id,city,state,airport_name,country
FAO,"Faro, Portugal",,FAO Airport,USA
FDH,"Friedrichshafen, Germany",,FDH Airport,USA
FRA,"Frankfurt, Germany",,FRA Airport,USA
GMP,"Seoul, South Korea",,GMP Airport,USA
HEL,"Helsinki, Finland",,HEL Airport,USA
ICN,"Seoul, South Korea",,ICN Airport,USA
INL,"International Falls, MN",MN,INL Airport,USA
LAP,"La Paz, Mexico",,LAP Airport,USA
LYS,"Lyon, France",,LYS Airport,USA
MEL,"Melbourne, Australia",,MEL Airport,USA
MHT,"Manchester, NH",NH,MHT Airport,USA
MLA,"Malta, Malta",,MLA Airport,USA
MRS,"Marseille, France",,MRS Airport,USA
MST,"Maastricht, Netherlands",,MST Airport,USA
MUH,"Mersa Matruh, Egypt",,MUH Airport,USA
MWL,"Mineral Wells, TX",TX,MWL Airport,USA
MZT,"Mazatlan, Mexico",,MZT Airport,USA
NUE,"Nuremberg, Germany",,NUE Airport,USA
PEK,"Beijing, China",,PEK Airport,USA
POP,"Puerto Plata, Dominican Republic",,POP Airport,USA
RAK,"Marrakech, Morocco",,RAK Airport,USA
RIX,"Riga, Latvia",,RIX Airport,USA
STR,"Stuttgart, Germany",,STR Airport,USA
SYD,"Sydney, Australia",,SYD Airport,USA
SZG,"Salzburg, Austria",,SZG Airport,USA
TFS,"Tenerife, Spain",,TFS Airport,USA
TLN,"Toulon/Hyeres, France",,TLN Airport,USA
TSA,"Taipei, Taiwan",,TSA Airport,USA
AKL,"Auckland, New Zealand",,AKL Airport,USA
ALG,"Algiers, Algeria",,ALG Airport,USA
ASK,"Yamoussoukro, Cote d'Ivoire",,ASK Airport,USA
BGI,"Barbados/Bridgetown, Barbados",,BGI Airport,USA
BGO,"Bergen, Norway",,BGO Airport,USA
BHX,"Birmingham, United Kingdom",,BHX Airport,USA
BOG,"Bogota, Colombia",,BOG Airport,USA
BSB,"Brasilia, Brazil",,BSB Airport,USA
CAI,"Cairo, Egypt",,CAI Airport,USA
CHQ,"Chania, Greece",,CHQ Airport,USA
CMF,"Chambery, France",,CMF Airport,USA
DUS,"Dusseldorf, Germany",,DUS Airport,USA
EIN,"Eindhoven, Netherlands",,EIN Airport,USA
EMA,"Derby, United Kingdom",,EMA Airport,USA
EZE,"Ezeiza, Argentina",,EZE Airport,USA
FCO,"Rome, Italy",,FCO Airport,USA
GCI,"Guernsey, United Kingdom",,GCI Airport,USA
GIB,"Gibraltar, Gibraltar",,GIB Airport,USA
GNB,"Grenoble, France",,GNB Airport,USA
GRQ,"Groningen, Netherlands",,GRQ Airport,USA
HAJ,"Hannover, Germany",,HAJ Airport,USA
HAM,"Hamburg, Germany",,HAM Airport,USA
JRO,"Kilimanjaro, Tanzania",,JRO Airport,USA
JTR,"Santorini, Greece",,JTR Airport,USA
KIX,"Osaka, Japan",,KIX Airport,USA
KUL,"Kuala Lumpur, Malaysia",,KUL Airport,USA
LBB,"Lubbock, TX",TX,LBB Airport,USA
LBE,"Latrobe, PA",PA,LBE Airport,USA
LCG,"A Coruna, Spain",,LCG Airport,USA
LIM,"Lima, Peru",,LIM Airport,USA
LRM,"La Romana, Dominican Republic",,LRM Airport,USA
LYR,"Longyearbyen, Norway",,LYR Airport,USA
MAO,"Manaus, Brazil",,MAO Airport,USA
NGO,"Nagoya, Japan",,NGO Airport,USA
OBF,"Oberpfaffenhofen, Germany",,OBF Airport,USA
OPO,"Porto, Portugal",,OPO Airport,USA
OTP,"Bucharest, Romania",,OTP Airport,USA
PPT,"Papeete, French Polynesia",,PPT Airport,USA
PVG,"Shanghai, China",,PVG Airport,USA
QSR,"Salerno, Italy",,QSR Airport,USA
RTM,"Rotterdam, Netherlands",,RTM Airport,USA
SHA,"Shanghai, China",,SHA Airport,USA
SID,"Sal Island, Cape Verde",,SID Airport,USA
SKB,"St. Kitts, Saint Kitts and Nevis",,SKB Airport,USA
SSA,"Salvador, Brazil",,SSA Airport,USA
STC,"St. Cloud, MN",MN,STC Airport,USA
SVQ,"Seville, Spain",,SVQ Airport,USA
VLC,"Valencia, Spain",,VLC Airport,USA
WAW,"Warsaw, Poland",,WAW Airport,USA
XSP,"Seletar, Singapore",,XSP Airport,USA
AZI,"Abu Dhabi, United Arab Emirates",,AZI Airport,USA
BHD,"Belfast, United Kingdom",,BHD Airport,USA
BZE,"Belize City, Belize",,BZE Airport,USA
CRK,"Luzon Island, Philippines",,CRK Airport,USA
DWC,"Jebel Ali, United Arab Emirates",,DWC Airport,USA
EVE,"Evenes, Norway",,EVE Airport,USA
ITO,"Hilo, HI",HI,ITO Airport,USA
KWI,"Kuwait, Kuwait",,KWI Airport,USA
LCA,"Larnaca, Cyprus",,LCA Airport,USA
LRD,"Laredo, TX",TX,LRD Airport,USA
OLB,"Olbia, Italy",,OLB Airport,USA
POA,"Porto Alegre, Brazil",,POA Airport,USA
PVK,"Preveza, Greece",,PVK Airport,USA
SNR,"St. Nazaire, France",,SNR Airport,USA
TIV,"Tivat, Montenegro",,TIV Airport,USA
UIO,"Quito, Ecuador",,UIO Airport,USA
VXO,"Vaxjo, Sweden",,VXO Airport,USA
ABZ,"Aberdeen, United Kingdom",,ABZ Airport,USA
BGY,"Bergamo, Italy",,BGY Airport,USA
BOH,"Bournemouth, United Kingdom",,BOH Airport,USA
CAG,"Cagliari, Italy",,CAG Airport,USA
EBL,"Erbil, Iraq",,EBL Airport,USA
JED,"Jeddah, Saudi Arabia",,JED Airport,USA
JER,"Jersey, United Kingdom",,JER Airport,USA
KLX,"Kalamata, Greece",,KLX Airport,USA
LIS,"Lisbon, Portugal",,LIS Airport,USA
LOS,"Lagos, Nigeria",,LOS Airport,USA
MAN,"Manchester, United Kingdom",,MAN Airport,USA
MNL,"Manila, Philippines",,MNL Airport,USA
MXL,"Mexicali, Mexico",,MXL Airport,USA
NQY,"Newquay, United Kingdom",,NQY Airport,USA
NSI,"Yaounde, Cameroon",,NSI Airport,USA
NTR,"Monterrey, Mexico",,NTR Airport,USA
OZZ,"Quarzazate, Morocco",,OZZ Airport,USA
PIK,"Glasgow/Prestwick, United Kingdom",,PIK Airport,USA
RUH,"Riyadh, Saudi Arabia",,RUH Airport,USA
SHJ,"Sharjah, United Arab Emirates",,SHJ Airport,USA
SPU,"Split, Croatia",,SPU Airport,USA
SXB,"Strasbourg, France",,SXB Airport,USA
TRN,"Turin, Italy",,TRN Airport,USA
YYB,"North Bay, Canada",ON,YYB Airport,USA
AEY,"Akureyri, Iceland",,AEY Airport,USA
AUH,"Abu Dhabi, United Arab Emirates",,AUH Airport,USA
CJC,"Calama, Chile",,CJC Airport,USA
CXO,"Conroe, TX",TX,CXO Airport,USA
DBV,"Dubrovnik, Croatia",,DBV Airport,USA
GIG,"Rio de Janeiro, Brazil",,GIG Airport,USA
GOT,"Gothenburg, Sweden",,GOT Airport,USA
INV,"Inverness, United Kingdom",,INV Airport,USA
KRK,"Krakow, Poland",,KRK Airport,USA
LBA,"Leeds/Bradford, United Kingdom",,LBA Airport,USA
MAH,"Mahon, Spain",,MAH Airport,USA
PEG,"Perugia, Italy",,PEG Airport,USA
RZE,"Rzeszow, Poland",,RZE Airport,USA
SIN,"Singapore, Singapore",,SIN Airport,USA
JMK,"Mikonos Island, Greece",,JMK Airport,USA
APW,"Apia, Samoa",,APW Airport,USA
BJV,"Bodrum, Turkey",,BJV Airport,USA
DSS,"Dakar Thies, Senegal",,DSS Airport,USA
IGR,"Iguazu, Argentina",,IGR Airport,USA
OKA,"Okinawa, Japan",,OKA Airport,USA
PBM,"Zanderij, Suriname",,PBM Airport,USA
PGV,"Greenville, NC",NC,PGV Airport,USA
PKX,"Beijing, China",,PKX Airport,USA
PMO,"Palermo, Italy",,PMO Airport,USA
RDD,"Redding, CA",CA,RDD Airport,USA
SGN,"Ho Chi Minh City, Vietnam",,SGN Airport,USA
TAO,"Qingdao, China",,TAO Airport,USA
UVF,"St. Lucia, Saint Lucia",,UVF Airport,USA
DAV,"David, Panama",,DAV Airport,USA
FSC,"Figari, France",,FSC Airport,USA
LPA,"Las Palmas, Spain",,LPA Airport,USA
PDP,"Maldonado, Uruguay",,PDP Airport,USA
TPS,"Trapani/Marsala, Italy",,TPS Airport,USA
ADW,"Camp Springs, MD",MD,ADW Airport,USA
FLN,"Florianopolis, Brazil",,FLN Airport,USA
SVG,"Stavanger, Norway",,SVG Airport,USA
TIJ,"Tijuana, Mexico",,TIJ Airport,USA
USM,"Koh Samui, Thailand",,USM Airport,USA
VDI,"Vidalia, GA",GA,VDI Airport,USA
ORH,"Worcester, MA",MA,ORH Airport,USA
EFL,"Kefallinia Island, Greece",,EFL Airport,USA
PUQ,"Punta Arenas, Chile",,PUQ Airport,USA
ABV,"Abuja, Nigeria",,ABV Airport,USA
AYT,"Antalya, Turkey",,AYT Airport,USA
LHR,"London, United Kingdom",,LHR Airport,USA
CKB,"Clarksburg/Fairmont, WV",WV,CKB Airport,USA
MAS,"Manus Island, Papua New Guinea",,MAS Airport,USA
BEG,"Belgrade, Serbia",,BEG Airport,USA
PUF,"Pau, France",,PUF Airport,USA
CLU,"Columbus, IN",IN,CLU Airport,USA
FMN,"Farmington, NM",NM,FMN Airport,USA
FSD,"Sioux Falls, SD",SD,FSD Airport,USA
PIR,"Pierre, SD",SD,PIR Airport,USA
RQE,"Prosser, WA",WA,RQE Airport,USA
XXP,"Lakeport, CA",CA,XXP Airport,USA
ORV,"Noorvik, AK",AK,ORV Airport,USA
ADK,"Adak Island, AK",AK,ADK Airport,USA
AKB,"Atka, AK",AK,AKB Airport,USA
PAQ,"Palmer, AK",AK,PAQ Airport,USA
WWA,"Wasilla, AK",AK,WWA Airport,USA
SNP,"St. Paul, AK",AK,SNP Airport,USA
A01,"Fairbanks/Ft. Wainwright, AK",AK,A01 Airport,USA
PUB,"Pueblo, CO",CO,PUB Airport,USA
VDZ,"Valdez, AK",AK,VDZ Airport,USA
TSG,"Tanacross, AK",AK,TSG Airport,USA
2NY,"Port Washington, NY",NY,2NY Airport,USA
BS3,"Baker Bay, The Bahamas",,BS3 Airport,USA
CCZ,"Chub Cay, The Bahamas",,CCZ Airport,USA
CDW,"Caldwell, NJ",NJ,CDW Airport,USA
CXY,"Cat Cay, The Bahamas",,CXY Airport,USA
FPR,"Fort Pierce, FL",FL,FPR Airport,USA
HBI,"Harbour Island, The Bahamas",,HBI Airport,USA
LAL,"Lakeland, FL",FL,LAL Airport,USA
LNA,"West Palm Beach, FL",FL,LNA Airport,USA
NMC,"Norman's Cay, The Bahamas",,NMC Airport,USA
NSB,"Bimini, The Bahamas",,NSB Airport,USA
OBE,"Okeechobee, FL",FL,OBE Airport,USA
OCA,"Key Largo, FL",FL,OCA Airport,USA
PGD,"Punta Gorda, FL",FL,PGD Airport,USA
SAQ,"San Andros, The Bahamas",,SAQ Airport,USA
TCB,"Treasure Cay, The Bahamas",,TCB Airport,USA
TZN,"South Andos, The Bahamas",,TZN Airport,USA
WKR,"Walker's Cay, The Bahamas",,WKR Airport,USA
WSH,"Shirley, NY",NY,WSH Airport,USA
WTD,"West End, The Bahamas",,WTD Airport,USA
HIE,"Whitefield, NH",NH,HIE Airport,USA
GHB,"Governors Harbour, The Bahamas",,GHB Airport,USA
PHK,"Pahokee, FL",FL,PHK Airport,USA
UST,"St. Augustine, FL",FL,UST Airport,USA
NY9,"Hornell, NY",NY,NY9 Airport,USA
TBI,"New Bight, The Bahamas",,TBI Airport,USA
CPR,"Casper, WY",WY,CPR Airport,USA
KGS,"Kos, Greece",,KGS Airport,USA
TRS,"Trieste, Italy",,TRS Airport,USA
MN5,"Red Wing, MN",MN,MN5 Airport,USA
MFD,"Mansfield, OH",OH,MFD Airport,USA
AGC,"Pittsburgh, PA",PA,AGC Airport,USA
AUA,"Aruba, Aruba",,AUA Airport,USA
DBQ,"Dubuque, IA",IA,DBQ Airport,USA
MCN,"Macon, GA",GA,MCN Airport,USA
OGS,"Ogdensburg, NY",NY,OGS Airport,USA
TLH,"Tallahassee, FL",FL,TLH Airport,USA
IRK,"Kirksville, MO",MO,IRK Airport,USA
ISM,"Orlando, FL",FL,ISM Airport,USA
LEB,"Lebanon-Hanover, NH",NH,LEB Airport,USA
ID1,"Driggs, ID",ID,ID1 Airport,USA
PCD,"Prairie Du Chien, WI",WI,PCD Airport,USA
LA2,"Hammond, LA",LA,LA2 Airport,USA
RAC,"Racine, WI",WI,RAC Airport,USA
BMA,"Stockholm, Sweden",,BMA Airport,USA
HAN,"Hanoi, Vietnam",,HAN Airport,USA
SMV,"St. Moritz, Switzerland",,SMV Airport,USA
BRN,"Berne, Switzerland",,BRN Airport,USA
LBC,"Luebeck, Germany",,LBC Airport,USA
BLL,"Billund, Denmark",,BLL Airport,USA
GDN,"Gdansk, Poland",,GDN Airport,USA
PDL,"Ponta Delgada, Portugal",,PDL Airport,USA
AZA,"Phoenix, AZ",AZ,AZA Airport,USA
KNB,"Kanab, UT",UT,KNB Airport,USA
CQM,"Ciudad Real, Spain",,CQM Airport,USA
1NY,"Penn Yan, NY",NY,1NY Airport,USA
3FL,"Wauchula, FL",FL,3FL Airport,USA
6B0,"Middlebury, VT",VT,6B0 Airport,USA
ANP,"Annapolis, MD",MD,ANP Airport,USA
ASH,"Nashua, NH",NH,ASH Airport,USA
B19,"Biddeford, ME",ME,B19 Airport,USA
BFT,"Beaufort, SC",SC,BFT Airport,USA
BHB,"Bar Harbor, ME",ME,BHB Airport,USA
BQU,"Bequia, Saint Vincent and the Grenadines",,BQU Airport,USA
BVY,"Beverly, MA",MA,BVY Airport,USA
CEF,"Chicopee Falls, MA",MA,CEF Airport,USA
CON,"Concord, NH",NH,CON Airport,USA
CT1,"Plainville, CT",CT,CT1 Airport,USA
CT7,"Chester, CT",CT,CT7 Airport,USA
DE2,"Middletown, DE",DE,DE2 Airport,USA
DE3,"Dover-Cheswold, DE",DE,DE3 Airport,USA
DYL,"Doylestown, PA",PA,DYL Airport,USA
ELM,"Elmira/Corning, NY",NY,ELM Airport,USA
FDK,"Frederick, MD",MD,FDK Airport,USA
FL7,"Placida, FL",FL,FL7 Airport,USA
FPY,"Perry, FL",FL,FPY Airport,USA
GAI,"Gaithersburg, MD",MD,GAI Airport,USA
GBR,"Great Barrington, MA",MA,GBR Airport,USA
GED,"Georgetown, DE",DE,GED Airport,USA
GFL,"Glens Falls, NY",NY,GFL Airport,USA
HFD,"Hartford, CT",CT,HFD Airport,USA
HZL,"Hazleton, PA",PA,HZL Airport,USA
JZU,"Bennington, VT",VT,JZU Airport,USA
LLY,"Mount Holly, NJ",NJ,LLY Airport,USA
LWM,"Lawrence, MA",MA,LWM Airport,USA
LYH,"Lynchburg, VA",VA,LYH Airport,USA
MA2,"Montague, MA",MA,MA2 Airport,USA
MA4,"Marshfield, MA",MA,MA4 Airport,USA
MD1,"Michellville, MD",MD,MD1 Airport,USA
ME4,"Oxford, ME",ME,ME4 Airport,USA
MGR,"Moultrie/Thomasville, GA",GA,MGR Airport,USA
MJX,"Toms River, NJ",NJ,MJX Airport,USA
MNZ,"Manassas, VA",VA,MNZ Airport,USA
MT3,"Ennis, MT",MT,MT3 Airport,USA
MTN,"Baltimore, MD",MD,MTN Airport,USA
MVC,"Monroeville, AL",AL,MVC Airport,USA
NAD,"North Adams, MA",MA,NAD Airport,USA
NJ2,"West Creek, NJ",NJ,NJ2 Airport,USA
NY5,"Millbrook, NY",NY,NY5 Airport,USA
NY7,"Skaneateles, NY",NY,NY7 Airport,USA
OCE,"Ocean City, MD",MD,OCE Airport,USA
PNN,"Princeton, ME",ME,PNN Airport,USA
POU,"Poughkeepsie, NY",NY,POU Airport,USA
PSF,"Pittsfield, MA",MA,PSF Airport,USA
PTW,"Pottstown, PA",PA,PTW Airport,USA
PYM,"Plymouth, MA",MA,PYM Airport,USA
RKD,"Rockland, ME",ME,RKD Airport,USA
RUT,"Rutland, VT",VT,RUT Airport,USA
SBY,"Salisbury, MD",MD,SBY Airport,USA
SCH,"Schenectady, NY",NY,SCH Airport,USA
SEG,"Selinsgrove, PA",PA,SEG Airport,USA
SFM,"Sanford, ME",ME,SFM Airport,USA
SPG,"Tampa, FL",FL,SPG Airport,USA
SVH,"Statesville, NC",NC,SVH Airport,USA
UBF,"Chatham, MA",MA,UBF Airport,USA
VA5,"Richmond, VA",VA,VA5 Airport,USA
VNC,"Venice, FL",FL,VNC Airport,USA
ZXU,"North Kingstown, RI",RI,ZXU Airport,USA
2FL,"West Palm Beach, FL",FL,2FL Airport,USA
3VA,"West Point, VA",VA,3VA Airport,USA
AOO,"Altoona, PA",PA,AOO Airport,USA
AZS,"Samana, Dominican Republic",,AZS Airport,USA
CIW,"Canouan, Saint Vincent and the Grenadines",,CIW Airport,USA
DKK,"Dunkirk, NY",NY,DKK Airport,USA
DNL,"Augusta, GA",GA,DNL Airport,USA
DOM,"Marigot, Dominica",,DOM Airport,USA
FME,"Fort Meade, MD",MD,FME Airport,USA
GTY,"Gettysburg, PA",PA,GTY Airport,USA
HGR,"Hagerstown, MD",MD,HGR Airport,USA
JHW,"Jamestown, NY",NY,JHW Airport,USA
LEW,"Lewiston/Auburn, ME",ME,LEW Airport,USA
LKP,"Lake Placid, NY",NY,LKP Airport,USA
LWB,"Lewisburg, WV",WV,LWB Airport,USA
MD3,"Churchville, MD",MD,MD3 Airport,USA
MD6,"Elkton, MD",MD,MD6 Airport,USA
ME3,"Belfast, ME",ME,ME3 Airport,USA
MVL,"Morrisville, VT",VT,MVL Airport,USA
N1Y,"Canandaigua, NY",NY,N1Y Airport,USA
N2Y,"Seneca Falls, NY",NY,N2Y Airport,USA
NHZ,"Brunswick, ME",ME,NHZ Airport,USA
NY1,"Kingston, NY",NY,NY1 Airport,USA
QMN,"Mansfield, MA",MA,QMN Airport,USA
RME,"Rome, NY",NY,RME Airport,USA
SBH,"Saint Barthelemy, Saint Barthelemy",,SBH Airport,USA
SC7,"Allendale, SC",SC,SC7 Airport,USA
TPF,"Tampa, FL",FL,TPF Airport,USA
TVI,"Thomasville, GA",GA,TVI Airport,USA
UXO,"Fitchburg, MA",MA,UXO Airport,USA
VA4,"Leesburg, VA",VA,VA4 Airport,USA
VA8,"Richmond, VA",VA,VA8 Airport,USA
VGC,"Hamilton, NY",NY,VGC Airport,USA
VSF,"Springfield, VT",VT,VSF Airport,USA
WVL,"Augusta/Waterville, ME",ME,WVL Airport,USA
YCL,"Charlo, Canada",NB,YCL Airport,USA
YVB,"Bonaventure, Canada",QC,YVB Airport,USA
YYG,"Charlottetown, Canada",PE,YYG Airport,USA
ZBM,"Bromont, Canada",QC,ZBM Airport,USA
6PA,"Chambersburg, PA",PA,6PA Airport,USA
AUG,"Augusta/Waterville, ME",ME,AUG Airport,USA
BFD,"Bradford, PA",PA,BFD Airport,USA
BML,"Berlin, NH",NH,BML Airport,USA
CTH,"Coatesville, PA",PA,CTH Airport,USA
HAR,"Harrisburg, PA",PA,HAR Airport,USA
IAG,"Niagara Falls, NY",NY,IAG Airport,USA
JBQ,"Santo Domingo, Dominican Republic",,JBQ Airport,USA
JGG,"Williamsburg, VA",VA,JGG Airport,USA
JRV,"Ceiba, PR",PR,JRV Airport,USA
LDJ,"Linden, NJ",NJ,LDJ Airport,USA
MA3,"Taunton, MA",MA,MA3 Airport,USA
MA5,"Northampton, MA",MA,MA5 Airport,USA
ME2,"Islesboro, ME",ME,ME2 Airport,USA
ME5,"Bethel, ME",ME,ME5 Airport,USA
MMN,"Stow, MA",MA,MMN Airport,USA
MSV,"Monticello, NY",NY,MSV Airport,USA
NJ4,"Ocean City, NJ",NJ,NJ4 Airport,USA
PA3,"Honesdale, PA",PA,PA3 Airport,USA
SXY,"Sidney, NY",NY,SXY Airport,USA
TXX,"Fulshear, TX",TX,TXX Airport,USA
YCH,"Miramichi, Canada",NB,YCH Airport,USA
1CT,"Somers, CT",CT,1CT Airport,USA
1N7,"Blairstown, NJ",NJ,1N7 Airport,USA
BQN,"Aguadilla, PR",PR,BQN Airport,USA
EEN,"Keene, NH",NH,EEN Airport,USA
EFK,"Newport, VT",VT,EFK Airport,USA
JZQ,"Brooksville, FL",FL,JZQ Airport,USA
MA1,"Edgartown, MA",MA,MA1 Airport,USA
ME1,"Rangeley, ME",ME,ME1 Airport,USA
MFV,"Melfa, VA",VA,MFV Airport,USA
MGW,"Morgantown, WV",WV,MGW Airport,USA
NH6,"Newport, NH",NH,NH6 Airport,USA
ONH,"Oneonta, NY",NY,ONH Airport,USA
PR1,"Cabo Rojo, PR",PR,PR1 Airport,USA
ZBF,"Bathurst, Canada",NB,ZBF Airport,USA
5PA,"Allentown, PA",PA,5PA Airport,USA
CGF,"Cleveland, OH",OH,CGF Airport,USA
DQN,"New Smyrna Beach, FL",FL,DQN Airport,USA
FL4,"Bunnell, FL",FL,FL4 Airport,USA
MD2,"Indian Head, MD",MD,MD2 Airport,USA
USA,"Concord, NC",NC,USA Airport,USA
ZSA,"San Salvador, The Bahamas",,ZSA Airport,USA
BTP,"Butler, PA",PA,BTP Airport,USA
GVQ,"Batavia, NY",NY,GVQ Airport,USA
NY4,"Potsdam, NY",NY,NY4 Airport,USA
VJI,"Abingdon, VA",VA,VJI Airport,USA
OXD,"Oxford, OH",OH,OXD Airport,USA
PSE,"Ponce, PR",PR,PSE Airport,USA
TIX,"Titusville, FL",FL,TIX Airport,USA
ABI,"Abilene, TX",TX,ABI Airport,USA
ABR,"Aberdeen, SD",SD,ABR Airport,USA
APN,"Alpena, MI",MI,APN Airport,USA
BFF,"Scottsbluff, NE",NE,BFF Airport,USA
BGS,"Big Spring, TX",TX,BGS Airport,USA
BIH,"Bishop, CA",CA,BIH Airport,USA
BIS,"Bismarck/Mandan, ND",ND,BIS Airport,USA
BWD,"Brownwood, TX",TX,BWD Airport,USA
CAR,"Caribou, ME",ME,CAR Airport,USA
CDC,"Cedar City, UT",UT,CDC Airport,USA
CIU,"Sault Ste. Marie, MI",MI,CIU Airport,USA
CMX,"Hancock/Houghton, MI",MI,CMX Airport,USA
CSG,"Columbus, GA",GA,CSG Airport,USA
CVO,"Corvallis, OR",OR,CVO Airport,USA
DDC,"Dodge City, KS",KS,DDC Airport,USA
DIK,"Dickinson, ND",ND,DIK Airport,USA
EKA,"Eureka, CA",CA,EKA Airport,USA
ESC,"Escanaba, MI",MI,ESC Airport,USA
FNT,"Flint, MI",MI,FNT Airport,USA
GLH,"Greenville, MS",MS,GLH Airport,USA
GLR,"Gaylord, MI",MI,GLR Airport,USA
GRI,"Grand Island, NE",NE,GRI Airport,USA
HUT,"Hutchinson, KS",KS,HUT Airport,USA
IDI,"Indiana, PA",PA,IDI Airport,USA
IMT,"Iron Mountain/Kingsfd, MI",MI,IMT Airport,USA
IPT,"Williamsport, PA",PA,IPT Airport,USA
JHM,"Kapalua, HI",HI,JHM Airport,USA
JST,"Johnstown, PA",PA,JST Airport,USA
MCK,"McCook, NE",NE,MCK Airport,USA
MEO,"Manteo, NC",NC,MEO Airport,USA
MKK,"Hoolehua, HI",HI,MKK Airport,USA
MQT,"Marquette, MI",MI,MQT Airport,USA
PLN,"Pellston, MI",MI,PLN Airport,USA
PQI,"Presque Isle/Houlton, ME",ME,PQI Airport,USA
QQY,"San Marcos, TX",TX,QQY Airport,USA
RBG,"Roseburg, OR",OR,RBG Airport,USA
SDY,"Sidney, MT",MT,SDY Airport,USA
SJT,"San Angelo, TX",TX,SJT Airport,USA
SQA,"Santa Ynez, CA",CA,SQA Airport,USA
SWW,"Sweetwater, TX",TX,SWW Airport,USA
XXN,"Willits, CA",CA,XXN Airport,USA
XXY,"Fortuna, CA",CA,XXY Airport,USA
ZXC,"Gasquet, CA",CA,ZXC Airport,USA
MKL,"Jackson, TN",TN,MKL Airport,USA
CIL,"Council, AK",AK,CIL Airport,USA
GMT,"Granite Mountain, AK",AK,GMT Airport,USA
LUR,"Cape Lisburne, AK",AK,LUR Airport,USA
ZXF,"Illinois Creek, AK",AK,ZXF Airport,USA
HNM,"Hana, HI",HI,HNM Airport,USA
KPC,"Port Clarence, AK",AK,KPC Airport,USA
HOT,"Hot Springs, AR",AR,HOT Airport,USA
SQL,"San Carlos, CA",CA,SQL Airport,USA
JRF,"Kapolei, HI",HI,JRF Airport,USA
A06,"Kougarok, AK",AK,A06 Airport,USA
LSR,"Lost River, AK",AK,LSR Airport,USA
MUE,"Kamuela, HI",HI,MUE Airport,USA
LUP,"Kalaupapa, HI",HI,LUP Airport,USA
KQA,"Akutan, AK",AK,KQA Airport,USA
BPT,"Beaumont/Port Arthur, TX",TX,BPT Airport,USA
BTM,"Butte, MT",MT,BTM Airport,USA
CGI,"Cape Girardeau, MO",MO,CGI Airport,USA
CRP,"Corpus Christi, TX",TX,CRP Airport,USA
CYS,"Cheyenne, WY",WY,CYS Airport,USA
DEC,"Decatur, IL",IL,DEC Airport,USA
DVL,"Devils Lake, ND",ND,DVL Airport,USA
FOD,"Fort Dodge, IA",IA,FOD Airport,USA
FOE,"Topeka, KS",KS,FOE Airport,USA
GCC,"Gillette, WY",WY,GCC Airport,USA
GFK,"Grand Forks, ND",ND,GFK Airport,USA
HLN,"Helena, MT",MT,HLN Airport,USA
HOB,"Hobbs, NM",NM,HOB Airport,USA
HSV,"Huntsville, AL",AL,HSV Airport,USA
HYS,"Hays, KS",KS,HYS Airport,USA
JLN,"Joplin, MO",MO,JLN Airport,USA
JMS,"Jamestown, ND",ND,JMS Airport,USA
LAR,"Laramie, WY",WY,LAR Airport,USA
LFT,"Lafayette, LA",LA,LFT Airport,USA
LSE,"La Crosse, WI",WI,LSE Airport,USA
MBS,"Saginaw/Bay City/Midland, MI",MI,MBS Airport,USA
MCW,"Mason City, IA",IA,MCW Airport,USA
MEI,"Meridian, MS",MS,MEI Airport,USA
MHK,"Manhattan/Ft. Riley, KS",KS,MHK Airport,USA
OKC,"Oklahoma City, OK",OK,OKC Airport,USA
PIB,"Hattiesburg/Laurel, MS",MS,PIB Airport,USA
RIW,"Riverton/Lander, WY",WY,RIW Airport,USA
SLN,"Salina, KS",KS,SLN Airport,USA
SUX,"Sioux City, IA",IA,SUX Airport,USA
SWO,"Stillwater, OK",OK,SWO Airport,USA
XWA,"Williston, ND",ND,XWA Airport,USA
YWG,"Winnipeg, Canada",MB,YWG Airport,USA
LUX,"Luxembourg, Luxembourg",,LUX Airport,USA
NWI,"Norwich, United Kingdom",,NWI Airport,USA
CBG,"Cambridge, United Kingdom",,CBG Airport,USA
FKB,"Karlsruhe/Baden-Baden, Germany",,FKB Airport,USA
CXI,"Christmas Island, Kiribati",,CXI Airport,USA
T6X,"Houston, TX",TX,T6X Airport,USA
YVC,"Lac La Ronge, Canada",SK,YVC Airport,USA
BTS,"Bratislava, Slovakia",,BTS Airport,USA
A73,"McKinley Park, AK",AK,A73 Airport,USA
BDS,"Brindisi, Italy",,BDS Airport,USA
PAD,"Paderborn, Germany",,PAD Airport,USA
BJI,"Bemidji, MN",MN,BJI Airport,USA
BRD,"Brainerd, MN",MN,BRD Airport,USA
ABY,"Albany, GA",GA,ABY Airport,USA
EVV,"Evansville, IN",IN,EVV Airport,USA
FSM,"Fort Smith, AR",AR,FSM Airport,USA
GGG,"Longview, TX",TX,GGG Airport,USA
GRK,"Killeen, TX",TX,GRK Airport,USA
JAN,"Jackson/Vicksburg, MS",MS,JAN Airport,USA
LAW,"Lawton/Fort Sill, OK",OK,LAW Airport,USA
SPS,"Wichita Falls, TX",TX,SPS Airport,USA
TXK,"Texarkana, AR",AR,TXK Airport,USA
TYR,"Tyler, TX",TX,TYR Airport,USA
DHN,"Dothan, AL",AL,DHN Airport,USA
HIB,"Hibbing, MN",MN,HIB Airport,USA
EMT,"El Monte, CA",CA,EMT Airport,USA
6CA,"Little River, CA",CA,6CA Airport,USA
